,Order_ID,Product_ID,Product_Category,Product_Name,Region,City,Supplier_ID,Supplier_Lead_Time_Days,Warehouse_ID,Current_Inventory,Previous_Day_Sales,Previous_7_Days_Sales,Previous_30_Days_Sales,Average_Daily_Sales,Unit_Price,Discount_Percentage,Promotion,Holiday,Season,Weather,Competitor_Price,Stockout_Days,Delivery_Delay_Days,Transportation_Cost,Customer_Return_Rate,Demand_Quantity,Order_Year,Order_Month,Order_Day,Order_DayOfWeek
2231,ORD102231,P-FUR-007,Furniture,Office Chair,North,Chandigarh,SUP-014,16.0,WH-NO-02,211.0,9.0,60.0,262.0,9.01,5900.5,10.4,No,No,Winter,Cloudy,5841.91,0.0,1.0,461.34,0.028,9,2023,12,18,0
2232,ORD102232,P-ELE-001,Electronics,Power Bank 10000mAh,North,Chandigarh,SUP-014,3.0,WH-NO-05,153.0,9.0,64.0,273.0,9.16,,12.4,No,No,Summer,Sunny,14468.31,0.0,2.0,249.41,0.008,10,2023,5,30,1
2233,ORD102233,P-SPO-004,Sports,Cricket Bat,South,Bengaluru,SUP-001,14.0,WH-SO-03,256.0,19.0,,,17.37,3008.94,4.5,Yes,No,Winter,Cloudy,3021.32,0.0,2.0,464.27,0.06,27,2022,1,27,3
2234,ORD102234,P-BEA-002,Beauty,Lipstick Set,East,Ranchi,SUP-013,5.0,WH-EA-03,397.0,23.0,156.0,627.0,21.59,908.31,7.7,No,No,Winter,Stormy,894.48,0.0,2.0,406.27,0.166,26,2023,12,28,3
2235,ORD102235,P-SPO-015,Sports,Cycling Helmet,West,Pune,SUP-024,12.0,WH-WE-02,387.0,25.0,84.0,518.0,17.3,4604.68,14.2,No,No,Autumn,Sunny,5130.83,0.0,1.0,543.28,0.068,22,2024,7,6,5
2236,ORD102236,P-ELE-013,Electronics,Bluetooth Speaker,South,Bengaluru,SUP-039,12.0,WH-SO-05,167.0,13.0,63.0,307.0,9.53,8890.51,18.4,No,No,Summer,Sunny,8699.24,0.0,2.0,,0.154,14,2024,7,16,1
2237,ORD102237,P-GRO-014,Grocery,Basmati Rice 5kg,East,Bhubaneswar,SUP-022,12.0,WH-EA-02,,39.0,258.0,867.0,34.87,503.42,4.5,No,No,Summer,Sunny,469.43,0.0,1.0,348.13,0.15,34,2023,5,26,4
2238,ORD102238,P-GRO-003,Grocery,Masala Mix 200g,East,Ranchi,SUP-012,9.0,WH-EA-04,231.0,23.0,184.0,771.0,24.75,396.65,14.0,Yes,No,Spring,,343.83,0.0,2.0,528.8,0.153,23,2021,2,27,5
2239,ORD102239,P-CLO-013,Clothing,Cotton Saree,West,Surat,SUP-033,11.0,WH-WE-04,894.0,53.0,227.0,1292.0,37.37,612.14,17.6,No,No,Winter,Cloudy,590.3,0.0,1.0,393.98,0.197,43,2023,12,19,1
2240,ORD102240,P-GRO-009,Grocery,Wheat Flour 5kg,East,Guwahati,SUP-008,6.0,WH-EA-02,,42.0,160.0,796.0,27.6,285.32,26.4,Yes,No,Winter,Sunny,261.42,0.0,2.0,406.41,0.018,32,2022,1,6,3
2241,ORD102241,P-ELE-005,Electronics,Smartwatch,South,Kochi,SUP-008,12.0,WH-SO-01,123.0,7.0,,323.0,12.01,9408.52,11.1,No,No,Autumn,Sunny,8431.6,0.0,1.0,432.16,0.053,11,2021,10,27,2
2242,ORD102242,P-GRO-011,Grocery,Tea Powder 500g,West,Mumbai,SUP-021,9.0,WH-WE-02,573.0,34.0,259.0,1155.0,34.8,491.88,14.1,Yes,No,Summer,Cloudy,479.61,0.0,2.0,437.05,0.082,47,2021,4,25,6
2243,ORD102243,P-GRO-015,Grocery,Tea Powder 500g,West,Ahmedabad,SUP-033,6.0,WH-WE-02,580.0,31.0,188.0,863.0,32.48,59.13,16.0,No,Yes,Summer,Sunny,64.51,0.0,4.0,390.23,0.114,58,2021,8,18,2
2244,ORD102244,P-GRO-007,Grocery,Masala Mix 200g,South,Chennai,SUP-009,10.0,WH-SO-04,673.0,40.0,314.0,,56.41,435.99,18.7,No,No,Winter,Sunny,468.6,0.0,0.0,351.66,0.058,61,2022,12,17,5
2245,ORD102245,P-ELE-001,Electronics,Power Bank 10000mAh,Central,Gwalior,SUP-001,6.0,WH-CE-03,117.0,7.0,53.0,200.0,8.21,13794.88,26.6,No,No,Winter,Cloudy,12380.08,0.0,1.0,313.49,0.091,9,2022,2,9,2
2246,ORD102246,P-GRO-013,Grocery,Wheat Flour 5kg,West,Nagpur,SUP-029,11.0,WH-WE-03,157.0,27.0,184.0,950.0,30.27,348.75,3.2,No,No,Summer,Sunny,349.77,0.0,1.0,453.08,0.277,22,2022,7,12,1
2247,ORD102247,P-FUR-003,Furniture,TV Unit,North,Delhi,SUP-024,7.0,WH-NO-03,59.0,10.0,50.0,187.0,7.18,19671.32,4.2,No,No,Winter,Sunny,20337.22,0.0,1.0,438.23,0.025,5,2023,1,18,2
2248,ORD102248,P-GRO-003,Grocery,Masala Mix 200g,West,Mumbai,SUP-028,8.0,WH-WE-05,130.0,25.0,354.0,1056.0,42.63,171.49,8.3,Yes,No,Winter,Sunny,179.51,1.0,0.0,283.36,,36,2023,2,10,4
2249,ORD102249,P-GRO-010,Grocery,Basmati Rice 5kg,East,Ranchi,SUP-016,13.0,WH-EA-05,396.0,,307.0,1668.0,55.07,400.62,9.6,No,No,Autumn,Sunny,452.02,0.0,1.0,455.91,0.159,53,2022,9,1,3
2250,ORD102250,P-CLO-012,Clothing,Denim Jeans,East,Bhubaneswar,SUP-005,9.0,WH-EA-01,367.0,12.0,106.0,420.0,15.79,1361.54,13.3,Yes,Yes,Autumn,,1234.14,0.0,0.0,341.53,0.033,27,2022,10,24,0
2251,ORD102251,P-BEA-012,Beauty,Sunscreen Lotion,East,Patna,SUP-014,15.0,WH-EA-05,185.0,26.0,114.0,594.0,18.75,523.93,9.4,No,No,Autumn,Sunny,486.8,0.0,,489.65,0.074,19,2024,7,20,5
2252,ORD102252,P-GRO-014,Grocery,Masala Mix 200g,West,Mumbai,SUP-019,3.0,WH-WE-02,749.0,52.0,382.0,1565.0,49.84,592.66,3.0,No,No,Spring,Sunny,561.24,0.0,0.0,266.93,0.076,48,2022,2,18,4
2253,ORD102253,P-CLO-014,Clothing,Cotton Saree,East,Patna,SUP-018,10.0,WH-EA-04,275.0,22.0,131.0,508.0,16.89,1756.72,9.4,No,No,Winter,Cloudy,1808.21,0.0,0.0,405.64,0.039,27,2021,1,20,2
2254,ORD102254,P-SPO-002,Sports,Gym Dumbbells 5kg,East,Kolkata,SUP-036,3.0,WH-EA-05,176.0,10.0,55.0,256.0,9.32,2959.12,4.3,No,No,Summer,Rainy,2314.78,0.0,0.0,210.83,0.187,8,2024,3,15,4
2255,ORD102255,P-CLO-005,Clothing,Denim Jeans,North,Lucknow,SUP-009,4.0,WH-NO-03,281.0,11.0,170.0,684.0,21.19,451.68,5.4,No,No,Summer,Sunny,443.42,0.0,0.0,157.76,,24,2021,4,27,1
2256,ORD102256,P-SPO-011,Sports,Cricket Bat,South,Bengaluru,SUP-013,2.0,WH-SO-04,106.0,15.0,136.0,448.0,17.52,1152.84,14.9,No,No,Spring,,988.45,0.0,,187.68,0.04,14,2024,2,6,1
2257,ORD102257,P-BEA-006,Beauty,Talcum Powder,Central,Bhopal,SUP-008,16.0,WH-CE-03,319.0,30.0,131.0,651.0,19.55,432.32,8.4,No,No,Summer,Sunny,432.24,0.0,1.0,449.9,0.023,17,2022,4,21,3
2258,ORD102258,P-ELE-011,Electronics,Smartwatch,West,Nagpur,SUP-023,9.0,WH-WE-01,161.0,11.0,,269.0,9.24,14267.31,10.5,No,No,Summer,Rainy,16630.07,0.0,1.0,,0.104,8,2024,5,14,1
2259,ORD102259,P-CLO-007,Clothing,Formal Shirt,North,Jaipur,SUP-033,3.0,WH-NO-01,197.0,28.0,94.0,513.0,17.34,911.96,9.3,No,No,Autumn,Sunny,977.69,0.0,18.0,331.77,0.259,21,2021,9,3,4
2260,ORD102260,P-FUR-007,Furniture,TV Unit,West,Nagpur,SUP-036,9.0,WH-WE-02,146.0,8.0,51.0,177.0,5.7,17297.33,36.0,Yes,No,Autumn,Sunny,15600.49,0.0,1.0,476.25,0.102,7,2021,8,29,6
2261,ORD102261,P-SPO-001,Sports,Football,West,,SUP-010,12.0,WH-WE-05,133.0,9.0,77.0,373.0,11.06,2771.53,13.0,Yes,No,Summer,Sunny,2678.71,0.0,1.0,418.44,0.05,16,2022,8,18,3
2262,ORD102262,P-CLO-010,Clothing,Denim Jeans,East,Patna,SUP-018,12.0,WH-EA-02,81.0,15.0,200.0,751.0,24.39,2474.29,16.2,No,No,Autumn,Sunny,2298.16,0.0,0.0,434.53,0.016,17,2022,9,5,0
2263,ORD102263,P-ELE-013,Electronics,Power Bank 10000mAh,North,Lucknow,SUP-030,2.0,WH-NO-03,69.0,15.0,,317.0,11.12,1050.58,3.9,No,No,Autumn,Sunny,1159.38,0.0,0.0,231.95,0.042,19,2023,11,15,2
2264,ORD102264,P-CLO-013,Clothing,Denim Jeans,East,Bhubaneswar,SUP-002,13.0,WH-EA-03,311.0,17.0,68.0,412.0,13.02,987.2,3.0,No,No,Autumn,Sunny,813.31,0.0,1.0,380.77,0.074,15,2023,8,4,4
2265,ORD102265,P-ELE-006,Electronics,Home Router,North,Delhi,SUP-029,14.0,WH-NO-02,162.0,9.0,62.0,281.0,8.44,4100.9,39.4,No,No,Winter,Cloudy,3956.8,,2.0,431.41,0.001,11,2024,12,22,6
2266,ORD102266,P-BEA-011,Beauty,Body Lotion 400ml,South,Chennai,SUP-006,15.0,WH-SO-03,694.0,18.0,197.0,1066.0,32.35,674.93,8.5,,No,Autumn,Sunny,,,3.0,359.95,0.221,40,2023,9,17,6
2267,ORD102267,P-CLO-003,Clothing,Men's Cotton T-Shirt,East,Ranchi,SUP-002,6.0,WH-EA-04,508.0,18.0,131.0,645.0,21.14,1105.27,,No,No,Autumn,Sunny,1001.53,0.0,1.0,358.78,0.028,20,2021,10,23,5
2268,ORD102268,P-BEA-010,Beauty,Lipstick Set,Central,Indore,SUP-005,11.0,WH-CE-05,353.0,20.0,137.0,591.0,19.3,1097.83,1.2,No,No,Summer,Rainy,1243.49,0.0,4.0,616.99,0.083,18,2021,5,10,0
2269,ORD102269,P-SPO-007,Sports,Skipping Rope,South,Coimbatore,SUP-036,3.0,WH-SO-04,111.0,18.0,111.0,447.0,14.37,2314.3,19.9,Yes,No,Winter,Sunny,2024.33,0.0,2.0,366.38,0.006,14,2022,1,24,0
2270,ORD102270,P-FUR-014,Furniture,Plastic Storage Rack,West,,SUP-028,13.0,WH-WE-05,145.0,5.0,48.0,216.0,6.66,11647.76,10.7,No,No,Winter,Sunny,10534.9,,0.0,416.03,0.041,7,2024,12,7,5
2271,ORD102271,P-FUR-011,Furniture,Office Chair,Central,Jabalpur,SUP-032,15.0,WH-CE-03,20.0,6.0,,130.0,4.4,4941.23,9.1,No,No,Winter,Cloudy,5571.94,,3.0,610.28,0.019,5,2024,1,29,0
2272,ORD102272,P-BEA-002,Beauty,Face Wash 100ml,North,Jaipur,SUP-028,3.0,WH-NO-04,631.0,43.0,233.0,1066.0,35.02,382.42,16.2,No,No,Winter,Sunny,379.37,0.0,0.0,187.82,0.068,38,2023,12,19,1
2273,ORD102273,P-BEA-014,Beauty,Face Wash 100ml,North,Kanpur,SUP-032,18.0,WH-NO-01,116.0,40.0,264.0,968.0,31.89,1199.32,14.5,No,No,Winter,Rainy,1182.48,0.0,3.0,597.28,0.053,26,2022,2,2,2
2274,ORD102274,P-SPO-011,Sports,Football,West,Ahmedabad,SUP-020,8.0,WH-WE-01,180.0,19.0,127.0,423.0,16.43,3334.95,28.6,No,No,Autumn,Sunny,3168.11,0.0,1.0,344.31,0.078,14,2022,11,16,2
2275,ORD102275,P-ELE-004,Electronics,LED TV 43in,West,Nagpur,SUP-033,5.0,WH-WE-05,119.0,3.0,44.0,218.0,7.76,9522.28,5.3,,No,Autumn,Sunny,9520.62,0.0,0.0,308.03,0.028,8,2023,10,26,3
2276,ORD102276,P-CLO-005,Clothing,Denim Jeans,South,Chennai,SUP-003,7.0,WH-SO-04,346.0,,142.0,620.0,18.82,787.27,41.6,No,No,Autumn,Rainy,760.24,2.0,0.0,277.53,0.173,16,2024,10,15,1
2277,ORD102277,P-GRO-003,Grocery,Instant Noodles Pack,East,Bhubaneswar,SUP-024,,WH-EA-01,614.0,25.0,196.0,1021.0,28.48,240.58,17.7,Yes,No,Summer,Rainy,226.44,0.0,1.0,512.48,0.037,34,2023,5,3,2
2278,ORD102278,P-SPO-005,Sports,Gym Dumbbells 5kg,East,Kolkata,SUP-031,7.0,WH-EA-03,50.0,13.0,,345.0,11.42,3293.08,8.8,Yes,No,Winter,Cloudy,2923.88,0.0,0.0,391.86,0.009,7,2021,2,1,0
2279,ORD102279,P-FUR-015,Furniture,Office Chair,West,Mumbai,SUP-040,6.0,WH-WE-05,,3.0,50.0,197.0,6.66,,19.5,Yes,No,Autumn,Sunny,5579.12,0.0,0.0,198.32,0.087,13,2024,6,3,0
2280,ORD102280,P-CLO-014,Clothing,Men's Cotton T-Shirt,West,Surat,SUP-015,4.0,WH-WE-01,663.0,13.0,248.0,963.0,34.02,289.24,4.6,Yes,No,Autumn,Cloudy,275.42,0.0,0.0,387.26,0.017,46,2024,9,26,3
2281,ORD102281,P-ELE-009,Electronics,Smartphone Charger,North,Lucknow,SUP-008,4.0,WH-NO-03,218.0,12.0,77.0,231.0,10.16,851.32,7.8,No,No,,Stormy,819.37,0.0,0.0,273.84,0.044,9,2021,2,18,3
2282,ORD102282,P-GRO-006,Grocery,Wheat Flour 5kg,North,Delhi,SUP-029,6.0,WH-NO-05,398.0,20.0,157.0,954.0,27.53,401.18,23.9,Yes,No,Summer,,422.35,0.0,3.0,417.61,0.012,35,2022,7,28,3
2283,ORD102283,P-FUR-006,Furniture,Sofa Cushion Set,North,,SUP-003,5.0,WH-NO-05,115.0,3.0,33.0,199.0,7.2,17436.98,6.9,Yes,No,Winter,Rainy,16731.53,0.0,4.0,471.63,0.097,9,2024,12,2,0
2284,ORD102284,P-GRO-015,Grocery,Basmati Rice 5kg,Central,Indore,SUP-032,4.0,WH-CE-02,133.0,16.0,153.0,588.0,23.52,291.66,16.3,No,No,Autumn,Cloudy,289.1,1.0,2.0,392.58,0.033,25,2024,10,25,4
2285,ORD102285,P-ELE-003,Electronics,Bluetooth Speaker,Central,Gwalior,SUP-029,7.0,WH-CE-05,180.0,8.0,55.0,260.0,8.43,5308.93,29.8,No,No,Autumn,Rainy,6019.77,0.0,5.0,424.65,0.039,12,2024,11,9,5
2286,ORD102286,P-SPO-012,Sports,Badminton Racket,West,Mumbai,SUP-028,12.0,WH-WE-04,77.0,18.0,101.0,411.0,13.7,3402.68,20.3,No,,Autumn,Sunny,3507.11,0.0,,435.17,0.035,12,2024,11,26,1
2287,ORD102287,P-BEA-015,Beauty,Herbal Shampoo 200ml,North,Delhi,SUP-012,4.0,WH-NO-03,499.0,31.0,124.0,1123.0,30.85,747.77,15.7,No,No,Winter,Rainy,715.48,0.0,1.0,278.24,0.04,44,2021,2,2,1
2288,ORD102288,P-ELE-013,Electronics,Wireless Earbuds,East,Guwahati,SUP-005,10.0,WH-EA-04,71.0,8.0,68.0,286.0,9.09,3587.66,13.5,No,No,Autumn,Rainy,,0.0,2.0,561.12,0.196,7,2021,8,9,0
2289,ORD102289,P-GRO-011,Grocery,Sunflower Oil 1L,North,Delhi,SUP-025,7.0,WH-NO-05,248.0,41.0,342.0,1542.0,44.37,265.84,2.8,No,No,Winter,Rainy,263.02,0.0,0.0,,0.009,47,2022,12,31,5
2290,ORD102290,P-SPO-014,Sports,Football,South,Hyderabad,SUP-015,11.0,WH-SO-02,91.0,13.0,83.0,345.0,10.74,4987.27,,Yes,No,Summer,Rainy,5301.55,0.0,1.0,390.32,0.07,12,2023,6,1,3
2291,ORD102291,P-FUR-004,Furniture,Dining Chair,South,Coimbatore,SUP-016,10.0,WH-SO-01,19.0,,38.0,140.0,4.97,13997.4,8.7,,No,Summer,Rainy,13336.61,0.0,1.0,348.25,0.086,3,2022,8,10,2
2292,ORD102292,P-FUR-015,Furniture,TV Unit,West,Ahmedabad,SUP-008,5.0,WH-WE-04,65.0,9.0,43.0,284.0,7.56,7992.46,19.8,No,No,Winter,Cloudy,7964.77,0.0,0.0,287.15,0.034,10,2022,1,27,3
2293,ORD102293,P-GRO-002,Grocery,Tea Powder 500g,North,Delhi,SUP-014,10.0,WH-NO-01,559.0,68.0,264.0,1551.0,44.46,218.94,,No,No,Winter,Cloudy,208.16,0.0,2.0,415.78,0.152,53,2022,1,7,4
2294,ORD102294,P-GRO-001,Grocery,Instant Noodles Pack,East,Guwahati,SUP-034,10.0,WH-EA-04,874.0,56.0,365.0,1743.0,54.93,175.92,36.2,No,No,Autumn,Rainy,170.18,0.0,0.0,321.53,0.093,59,2023,6,1,3
2295,ORD102295,P-ELE-003,Electronics,Power Bank 10000mAh,Central,Bhopal,SUP-036,13.0,WH-CE-02,46.0,9.0,52.0,260.0,7.79,8233.37,5.6,No,No,Autumn,Cloudy,7392.0,0.0,4.0,453.45,0.09,7,2024,11,29,4
2296,ORD102296,P-BEA-010,Beauty,Talcum Powder,West,Pune,SUP-014,8.0,WH-WE-04,297.0,12.0,190.0,1008.0,32.44,377.32,2.3,No,No,Summer,Cloudy,383.67,0.0,2.0,373.97,0.125,23,2024,4,22,0
2297,ORD102297,P-ELE-004,Electronics,Wireless Earbuds,North,Delhi,SUP-006,14.0,WH-NO-04,150.0,9.0,59.0,258.0,8.4,9281.85,13.5,Yes,No,Autumn,,9343.99,0.0,1.0,496.26,0.082,10,2021,9,13,0
2298,ORD102298,P-ELE-010,Electronics,Home Router,Central,Raipur,SUP-002,8.0,WH-CE-01,49.0,3.0,43.0,182.0,5.79,3484.01,14.1,No,No,Summer,Rainy,3878.13,0.0,0.0,343.58,0.113,7,2021,8,5,3
2299,ORD102299,P-BEA-002,Beauty,Lipstick Set,East,Guwahati,SUP-008,4.0,WH-EA-01,308.0,25.0,220.0,1107.0,30.47,860.21,33.6,No,No,Winter,Sunny,863.19,0.0,1.0,290.53,0.063,40,2022,1,21,4
2300,ORD102300,P-SPO-011,Sports,Gym Dumbbells 5kg,South,,SUP-001,,WH-SO-04,199.0,11.0,89.0,430.0,12.74,429.75,14.8,No,No,Winter,Cloudy,403.0,0.0,1.0,438.83,0.106,13,2023,12,8,4
2301,ORD102301,P-BEA-004,Beauty,Body Lotion 400ml,East,Kolkata,SUP-027,5.0,WH-EA-03,268.0,20.0,146.0,600.0,19.99,908.93,11.2,No,Yes,Winter,Cloudy,1009.77,0.0,1.0,271.76,0.08,28,2021,1,13,2
2302,ORD102302,P-CLO-008,Clothing,Formal Shirt,West,Pune,SUP-026,9.0,WH-WE-01,185.0,13.0,108.0,502.0,16.34,892.14,2.0,No,No,Autumn,Rainy,913.47,0.0,2.0,357.54,0.089,14,2023,10,27,4
2303,ORD102303,P-CLO-002,Clothing,Denim Jeans,South,Bengaluru,SUP-032,5.0,WH-SO-05,407.0,20.0,170.0,577.0,22.8,612.38,21.2,Yes,No,Summer,Sunny,618.43,0.0,0.0,246.46,0.084,33,2023,4,28,4
2304,ORD102304,P-CLO-015,Clothing,Men's Cotton T-Shirt,East,Patna,SUP-014,4.0,WH-EA-02,126.0,17.0,105.0,438.0,14.4,1107.3,10.2,Yes,No,Summer,Cloudy,1100.2,0.0,,279.51,0.052,17,2023,8,23,2
2305,ORD102305,P-GRO-006,Grocery,Sunflower Oil 1L,South,Chennai,SUP-034,11.0,WH-SO-05,337.0,30.0,176.0,926.0,29.03,179.57,14.2,No,No,Autumn,Sunny,180.79,0.0,1.0,419.41,0.066,34,2024,6,11,1
2306,ORD102306,P-CLO-010,Clothing,Men's Cotton T-Shirt,North,Jaipur,SUP-007,4.0,WH-NO-01,485.0,31.0,284.0,1004.0,32.1,772.99,11.2,Yes,No,Summer,Cloudy,715.37,0.0,1.0,258.89,0.187,41,2023,5,14,6
2307,ORD102307,P-CLO-008,Clothing,Formal Shirt,West,Surat,SUP-010,8.0,WH-WE-02,197.0,16.0,134.0,482.0,15.74,,19.0,Yes,Yes,Summer,,1144.5,0.0,0.0,240.38,0.036,32,2023,6,28,2
2308,ORD102308,P-CLO-009,Clothing,Track Pants,North,Kanpur,SUP-037,9.0,WH-NO-03,198.0,18.0,,550.0,19.62,856.27,5.9,No,No,Winter,Cloudy,836.37,0.0,0.0,425.08,0.041,24,2022,12,3,5
2309,ORD102309,P-SPO-007,Sports,Yoga Mat,South,Chennai,SUP-036,17.0,WH-SO-03,,27.0,168.0,681.0,20.79,3882.52,17.4,Yes,No,Summer,Cloudy,3971.19,0.0,1.0,467.24,0.029,36,2023,8,10,3
2310,ORD102310,P-SPO-002,Sports,Gym Dumbbells 5kg,South,Bengaluru,SUP-024,,WH-SO-04,120.0,14.0,107.0,488.0,14.74,4317.77,3.9,No,No,Autumn,Sunny,4678.83,0.0,,288.95,0.129,16,2022,7,10,6
2311,ORD102311,P-ELE-013,Electronics,Smartphone Charger,South,Bengaluru,SUP-025,9.0,WH-SO-01,181.0,29.0,112.0,518.0,17.1,24326.05,11.9,No,No,Summer,Cloudy,9019.2,0.0,1.0,384.34,0.056,30,2021,4,7,2
2312,ORD102312,P-GRO-010,Grocery,Tea Powder 500g,South,Kochi,SUP-029,10.0,WH-SO-02,253.0,53.0,379.0,1418.0,46.82,475.84,7.4,Yes,No,Spring,Rainy,492.59,0.0,1.0,366.38,0.107,58,2021,2,6,5
2313,ORD102313,P-ELE-004,Electronics,Home Router,East,Ranchi,SUP-033,14.0,WH-EA-02,148.0,48.0,43.0,177.0,5.9,6433.51,8.8,No,No,Autumn,Cloudy,5509.81,0.0,1.0,522.46,0.062,9,2023,11,11,5
2314,ORD102314,P-GRO-002,Grocery,Wheat Flour 5kg,South,Chennai,SUP-010,6.0,WH-SO-03,1080.0,46.0,392.0,1581.0,51.08,228.08,24.0,Yes,No,Autumn,Sunny,218.85,0.0,4.0,405.56,0.035,71,2023,7,21,4
2315,ORD102315,P-GRO-014,Grocery,Toor Dal 1kg,North,Kanpur,SUP-003,12.0,WH-NO-05,253.0,161.0,286.0,1058.0,33.49,341.27,9.4,Yes,No,Summer,Cloudy,289.58,0.0,0.0,312.56,0.044,38,2022,8,21,6
2316,ORD102316,P-ELE-005,Electronics,Home Router,West,Ahmedabad,SUP-008,4.0,WH-WE-03,69.0,13.0,53.0,249.0,9.93,14871.66,21.0,Yes,No,Winter,Cloudy,16074.43,0.0,0.0,257.0,,12,2023,12,27,2
2317,ORD102317,P-BEA-014,Beauty,Sunscreen Lotion,Central,Bhopal,SUP-015,4.0,WH-CE-05,190.0,17.0,119.0,458.0,16.0,684.67,7.7,Yes,No,Autumn,Cloudy,674.17,0.0,,250.94,0.071,23,2022,11,24,3
2318,ORD102318,P-CLO-012,Clothing,Formal Shirt,South,Chennai,SUP-010,8.0,WH-SO-02,251.0,17.0,116.0,506.0,19.34,2310.12,10.4,Yes,No,Winter,Cloudy,2269.77,0.0,1.0,322.71,0.047,24,2022,1,8,5
2319,ORD102319,P-SPO-015,Sports,Cricket Bat,South,Chennai,SUP-021,8.0,WH-SO-02,202.0,22.0,112.0,471.0,16.61,1452.16,15.1,No,No,Summer,Rainy,1364.24,,4.0,453.07,0.1,16,2023,5,5,4
2320,ORD102320,P-ELE-010,Electronics,Home Router,North,Jaipur,SUP-006,9.0,WH-NO-01,109.0,15.0,57.0,310.0,9.21,1724.46,4.5,No,Yes,Autumn,Rainy,1889.03,0.0,1.0,406.41,0.043,12,2022,7,7,3
2321,ORD102321,P-ELE-003,Electronics,Smartwatch,North,Delhi,SUP-024,9.0,WH-NO-02,55.0,3.0,47.0,154.0,5.7,12737.73,7.2,Yes,No,Autumn,Sunny,12768.9,1.0,1.0,445.61,0.028,5,2024,11,26,1
2322,ORD102322,P-GRO-001,Grocery,Basmati Rice 5kg,South,Bengaluru,SUP-029,11.0,WH-SO-02,355.0,40.0,349.0,1183.0,46.92,167.43,9.3,No,No,Autumn,Cloudy,164.95,0.0,1.0,329.87,0.108,48,2023,11,20,0
2323,ORD102323,P-ELE-004,Electronics,Smartwatch,Central,Gwalior,SUP-004,7.0,WH-CE-02,64.0,7.0,52.0,191.0,7.36,14992.63,24.3,No,No,Winter,Cloudy,15057.7,0.0,2.0,369.3,0.061,9,2023,12,30,5
2324,ORD102324,P-GRO-007,Grocery,Masala Mix 200g,West,Pune,SUP-012,17.0,WH-WE-04,534.0,50.0,297.0,1716.0,55.72,,7.0,No,No,Autumn,Rainy,168.61,0.0,3.0,613.42,0.149,44,2023,10,3,1
2325,ORD102325,P-SPO-010,Sports,Cycling Helmet,South,Chennai,SUP-022,9.0,WH-SO-03,179.0,12.0,77.0,385.0,11.99,3859.75,16.8,No,No,Autumn,Sunny,3796.23,0.0,0.0,392.34,0.261,16,2023,9,27,2
2326,ORD102326,P-GRO-014,Grocery,Sunflower Oil 1L,Central,Jabalpur,SUP-003,4.0,WH-CE-04,184.0,27.0,248.0,1155.0,38.41,372.89,21.7,Yes,No,Spring,Sunny,408.44,0.0,1.0,373.92,0.043,34,2024,2,4,6
2327,ORD102327,P-ELE-003,Electronics,Bluetooth Speaker,South,Kochi,SUP-027,6.0,WH-SO-01,83.0,15.0,,275.0,11.57,8490.6,17.7,No,No,Autumn,Cloudy,9293.02,0.0,3.0,328.56,0.129,11,2022,9,23,4
2328,ORD102328,P-CLO-010,Clothing,Woolen Sweater,South,Hyderabad,SUP-031,5.0,WH-SO-05,348.0,24.0,154.0,659.0,23.65,905.62,19.1,No,No,Summer,Cloudy,907.28,0.0,0.0,260.54,0.027,25,2024,4,15,0
2329,ORD102329,P-CLO-002,Clothing,Track Pants,South,Kochi,SUP-015,9.0,WH-SO-01,141.0,15.0,93.0,493.0,14.13,674.37,5.2,No,No,Spring,Sunny,628.59,0.0,0.0,357.12,0.08,11,2021,2,20,5
2330,ORD102330,P-CLO-008,Clothing,Kids Winter Jacket,North,Kanpur,SUP-001,3.0,WH-NO-01,327.0,19.0,90.0,620.0,20.48,1964.57,24.0,No,No,Autumn,Rainy,2004.81,0.0,1.0,219.07,0.151,20,2023,9,1,4
2331,ORD102331,P-GRO-002,Grocery,Wheat Flour 5kg,West,Ahmedabad,SUP-021,10.0,WH-WE-03,1242.0,46.0,460.0,1377.0,58.01,370.52,6.8,No,No,Winter,Sunny,,0.0,2.0,431.46,0.078,80,2023,2,27,0
2332,ORD102332,P-BEA-006,Beauty,Body Lotion 400ml,South,Kochi,SUP-035,4.0,WH-SO-04,537.0,19.0,138.0,667.0,24.23,243.64,6.6,No,No,Winter,Sunny,270.07,0.0,0.0,158.03,0.165,29,2021,1,13,2
2333,ORD102333,P-ELE-010,Electronics,Smartwatch,East,Kolkata,SUP-012,10.0,WH-EA-02,28.0,7.0,29.0,111.0,4.69,10464.13,7.6,No,No,Autumn,Sunny,11719.84,0.0,1.0,329.09,0.06,6,2023,8,24,3
2334,ORD102334,P-CLO-012,Clothing,Kids Winter Jacket,South,Bengaluru,SUP-034,12.0,WH-SO-01,156.0,14.0,144.0,548.0,19.22,2076.43,20.3,No,No,Winter,Sunny,2184.38,1.0,0.0,276.95,0.02,21,2021,1,4,0
2335,ORD102335,P-FUR-013,Furniture,TV Unit,Central,Jabalpur,SUP-035,,WH-CE-05,77.0,3.0,29.0,112.0,3.69,1980.41,4.6,Yes,No,Autumn,Sunny,1785.38,0.0,1.0,360.13,0.068,5,2023,10,26,3
