Order_ID,Order_Date,Product_ID,Product_Category,Product_Name,Region,City,Supplier_ID,Supplier_Lead_Time_Days,Warehouse_ID,Current_Inventory,Previous_Day_Sales,Previous_7_Days_Sales,Previous_30_Days_Sales,Average_Daily_Sales,Unit_Price,Discount_Percentage,Promotion,Holiday,Season,Weather,Competitor_Price,Stockout_Days,Delivery_Delay_Days,Transportation_Cost,Customer_Return_Rate,Demand_Quantity
ORD102900,2024-03-18,P-GRO-005,Grocery,Sunflower Oil 1L,South,Chennai,SUP-001,15.0,WH-SO-04,509.0,77.0,303.0,1261.0,50.09,246.15,10.0,No,No,Spring,Sunny,276.52,0.0,1.0,545.65,0.12,55
ORD102901,2021-02-19,P-SPO-012,Sports,Cycling Helmet,East,Ranchi,SUP-036,8.0,WH-EA-01,95.0,16.0,104.0,451.0,14.42,3081.22,17.8,Yes,No,Winter,Rainy,3215.05,0.0,1.0,379.46,0.057,15
ORD102902,2022-05-06,P-ELE-008,Electronics,Smartphone Charger,Central,Gwalior,SUP-007,,WH-CE-02,126.0,3.0,40.0,183.0,5.58,14241.79,8.3,No,No,Summer,Cloudy,14706.18,,2.0,413.3,0.031,2
ORD102903,2021-06-19,P-SPO-011,Sports,Skipping Rope,West,Nagpur,SUP-016,5.0,WH-WE-01,65.0,10.0,69.0,204.0,9.12,4981.88,1.0,No,No,,Rainy,5129.86,0.0,0.0,347.26,0.022,9
ORD102904,2022-12-11,P-GRO-009,Grocery,Masala Mix 200g,Central,Gwalior,SUP-015,18.0,WH-CE-05,783.0,38.0,292.0,1014.0,31.65,262.82,4.0,No,No,Winter,Sunny,306.64,0.0,2.0,621.11,0.105,51
ORD102905,2022-07-25,P-FUR-004,Furniture,TV Unit,North,Lucknow,SUP-037,6.0,WH-NO-04,40.0,5.0,31.0,119.0,4.01,8498.41,16.0,No,No,Summer,Sunny,8468.41,,1.0,340.83,0.064,5
ORD102906,2021-09-12,P-SPO-015,Sports,Gym Dumbbells 5kg,East,Patna,SUP-029,9.0,WH-EA-04,141.0,19.0,73.0,365.0,11.6,3982.1,11.4,No,No,Autumn,Sunny,4034.32,0.0,0.0,377.16,0.059,15
ORD102907,2024-11-10,P-ELE-008,Electronics,Power Bank 10000mAh,West,Mumbai,SUP-002,5.0,WH-WE-03,189.0,13.0,95.0,374.0,11.35,11633.77,,No,No,Autumn,Cloudy,11731.31,0.0,0.0,318.45,0.065,17
ORD102908,2024-01-20,P-SPO-013,Sports,Skipping Rope,East,Guwahati,SUP-035,4.0,WH-EA-05,199.0,11.0,92.0,415.0,13.52,3377.75,19.6,Yes,No,Winter,Sunny,2846.5,0.0,0.0,386.41,0.057,19
ORD102909,2023-03-09,P-CLO-002,Clothing,Woolen Sweater,South,Coimbatore,SUP-028,9.0,WH-SO-05,,17.0,126.0,567.0,18.64,2068.09,16.2,No,No,Summer,Sunny,2083.48,0.0,1.0,176.1,0.155,17
ORD102910,2024-01-24,P-FUR-013,Furniture,Wooden Bookshelf,Central,Indore,SUP-003,9.0,WH-CE-04,60.0,9.0,41.0,,6.79,13691.72,11.2,No,Yes,Winter,Stormy,14804.88,0.0,1.0,426.1,0.042,7
ORD102911,2022-04-02,P-ELE-011,Electronics,Laptop Stand,North,Delhi,SUP-032,4.0,WH-NO-05,261.0,10.0,96.0,344.0,12.56,5382.0,13.0,No,No,Summer,Cloudy,5603.64,0.0,,248.26,0.074,19
ORD102912,2024-09-28,P-CLO-004,Clothing,Track Pants,South,Kochi,SUP-002,,WH-SO-04,357.0,26.0,163.0,871.0,24.19,2422.38,10.3,Yes,No,Autumn,Sunny,2715.21,0.0,0.0,368.65,0.113,50
ORD102913,2022-08-24,P-FUR-012,Furniture,Office Chair,West,Pune,SUP-018,5.0,WH-WE-04,177.0,6.0,56.0,230.0,6.97,15121.26,22.5,No,No,Autumn,Rainy,16071.55,,1.0,,0.024,7
ORD102914,2022-07-18,P-CLO-012,Clothing,Women's Kurti,Central,Raipur,SUP-007,11.0,WH-CE-02,311.0,13.0,113.0,464.0,14.78,2427.92,6.2,No,No,Autumn,Sunny,2525.43,0.0,2.0,445.86,0.147,16
ORD102915,2023-04-11,P-ELE-014,Electronics,Bluetooth Speaker,Central,Bhopal,SUP-001,11.0,WH-CE-05,173.0,7.0,46.0,203.0,7.48,11071.56,21.0,Yes,No,Summer,Rainy,,0.0,0.0,380.84,0.101,12
ORD102916,2023-04-25,P-GRO-004,Grocery,Wheat Flour 5kg,West,Mumbai,SUP-023,7.0,WH-WE-01,,67.0,376.0,1934.0,62.26,372.33,29.4,Yes,No,Summer,Rainy,383.19,0.0,1.0,333.28,0.134,70
ORD102917,2023-06-24,P-BEA-014,Beauty,Body Lotion 400ml,North,Kanpur,SUP-028,8.0,WH-NO-04,279.0,23.0,176.0,690.0,24.04,701.66,17.1,No,No,Summer,Sunny,685.91,0.0,2.0,431.84,0.205,26
ORD102918,2024-05-01,P-ELE-012,Electronics,Home Router,Central,Gwalior,SUP-020,4.0,WH-CE-04,121.0,3.0,55.0,243.0,6.63,10340.39,16.3,No,No,Summer,Stormy,10234.07,2.0,1.0,324.77,0.101,7
ORD102919,2022-01-27,P-FUR-006,Furniture,Office Chair,South,Bengaluru,SUP-014,9.0,WH-SO-01,120.0,12.0,70.0,295.0,8.64,11461.9,34.6,No,No,Winter,Sunny,9276.77,0.0,1.0,317.95,0.07,7
ORD102920,2023-10-31,P-SPO-006,Sports,Yoga Mat,East,Kolkata,SUP-021,17.0,WH-EA-04,242.0,15.0,99.0,316.0,11.5,2976.66,1.2,No,No,Autumn,Sunny,3356.5,0.0,1.0,523.91,0.124,17
ORD102921,2021-10-16,P-ELE-004,Electronics,Home Router,South,Hyderabad,SUP-007,11.0,WH-SO-01,124.0,15.0,102.0,394.0,14.18,11470.15,5.6,No,Yes,Autumn,Cloudy,11288.21,0.0,2.0,489.86,0.153,19
ORD102922,2021-12-18,P-ELE-008,Electronics,Smartwatch,West,Surat,SUP-002,6.0,WH-WE-03,52.0,16.0,90.0,330.0,11.27,5334.95,26.6,No,No,Winter,Cloudy,,0.0,2.0,385.99,0.259,14
ORD102923,2022-12-25,P-FUR-014,Furniture,Office Chair,East,Bhubaneswar,SUP-007,7.0,WH-EA-05,118.0,9.0,61.0,252.0,7.44,10208.38,28.3,No,Yes,Winter,Sunny,9909.22,0.0,2.0,457.29,0.037,13
ORD102924,2023-02-06,P-ELE-013,Electronics,Smartwatch,West,Nagpur,SUP-003,15.0,WH-WE-01,127.0,16.0,121.0,439.0,13.19,8036.06,2.8,No,No,Winter,Sunny,9165.71,0.0,4.0,578.48,0.012,17
ORD102925,2023-08-01,P-CLO-003,Clothing,Woolen Sweater,North,Jaipur,SUP-031,5.0,WH-NO-02,370.0,30.0,207.0,648.0,27.61,1928.33,18.0,No,No,Summer,Sunny,1939.41,0.0,0.0,216.53,0.065,30
ORD102926,2021-07-23,P-FUR-002,Furniture,Wooden Bookshelf,North,Jaipur,SUP-025,6.0,WH-NO-03,84.0,9.0,48.0,227.0,7.27,5635.2,11.6,No,No,Summer,,5751.04,0.0,0.0,297.83,0.028,11
ORD102927,2024-04-08,P-CLO-001,Clothing,Formal Shirt,South,Chennai,SUP-008,15.0,WH-SO-05,243.0,21.0,251.0,1014.0,30.29,,12.1,Yes,No,Summer,Sunny,2575.88,2.0,1.0,462.61,0.022,43
ORD102928,2023-03-25,P-GRO-010,Grocery,Tea Powder 500g,North,Jaipur,SUP-023,9.0,WH-NO-02,815.0,33.0,209.0,1077.0,36.69,204.12,4.1,No,No,Summer,Sunny,217.76,0.0,0.0,249.12,0.162,41
ORD102929,2023-05-17,P-FUR-005,Furniture,Dining Chair,West,Nagpur,SUP-020,8.0,WH-WE-01,88.0,3.0,37.0,143.0,4.52,3053.96,6.1,No,No,Summer,Stormy,2983.55,0.0,1.0,402.1,0.054,3
ORD102930,2023-12-28,P-CLO-012,Clothing,Kids Winter Jacket,South,Bengaluru,SUP-005,4.0,WH-SO-01,528.0,14.0,188.0,791.0,22.16,1040.78,1.3,No,No,Winter,Rainy,899.25,0.0,0.0,379.81,0.059,21
ORD102931,2023-10-09,P-GRO-012,Grocery,Masala Mix 200g,East,Guwahati,SUP-039,11.0,WH-EA-01,6244.0,99.0,587.0,2461.0,72.0,365.0,4.6,Yes,No,Autumn,Stormy,383.66,0.0,1.0,402.17,0.08,107
ORD102932,2022-09-19,P-CLO-003,Clothing,Track Pants,North,Kanpur,SUP-038,5.0,WH-NO-05,212.0,23.0,125.0,647.0,20.57,1563.67,7.6,No,No,Autumn,Sunny,1478.83,0.0,1.0,277.8,0.07,18
ORD102933,2022-12-09,P-SPO-011,Sports,Badminton Racket,North,Chandigarh,SUP-031,10.0,WH-NO-04,143.0,8.0,67.0,286.0,9.21,3615.05,4.5,No,No,Winter,Sunny,3805.9,0.0,3.0,344.08,0.04,12
ORD102934,2021-12-07,P-FUR-012,Furniture,Plastic Storage Rack,East,Guwahati,SUP-033,4.0,WH-EA-03,59.0,7.0,84.0,305.0,10.2,2264.09,7.4,Yes,No,Winter,Cloudy,2255.36,0.0,1.0,323.34,0.041,12
ORD102935,2023-04-08,P-CLO-015,Clothing,Cotton Saree,South,Chennai,SUP-022,8.0,WH-SO-05,319.0,13.0,169.0,702.0,22.16,1741.49,2.5,Yes,No,Summer,Cloudy,1798.44,0.0,0.0,376.98,0.146,29
ORD102936,2021-10-24,P-GRO-011,Grocery,Basmati Rice 5kg,North,Delhi,SUP-033,17.0,WH-NO-05,1005.0,27.0,296.0,1224.0,41.62,538.19,19.8,No,Yes,Autumn,Cloudy,576.76,0.0,1.0,475.07,0.064,75
ORD102937,2023-07-18,P-ELE-006,Electronics,Smartphone Charger,North,Kanpur,SUP-022,9.0,WH-NO-05,137.0,5.0,49.0,222.0,6.69,13301.47,1.4,No,No,Summer,,11461.34,0.0,1.0,366.65,0.015,6
ORD102938,2022-09-03,P-GRO-015,Grocery,Sunflower Oil 1L,North,Lucknow,SUP-007,10.0,WH-NO-01,979.0,6.0,439.0,1146.0,42.58,294.66,24.0,Yes,No,Autumn,Rainy,297.69,,1.0,285.82,0.021,59
ORD102939,2021-12-12,P-ELE-005,Electronics,Power Bank 10000mAh,East,Guwahati,SUP-007,1.0,WH-EA-01,88.0,13.0,61.0,286.0,10.16,14655.14,2.3,No,,Winter,Cloudy,14633.81,2.0,0.0,230.82,0.018,12
ORD102940,2022-11-27,P-SPO-013,Sports,Skipping Rope,North,Lucknow,SUP-035,4.0,WH-NO-04,72.0,18.0,96.0,481.0,16.7,2659.0,16.4,No,No,Autumn,Sunny,2720.25,0.0,1.0,231.16,0.055,19
ORD102941,2024-09-26,P-GRO-006,Grocery,Instant Noodles Pack,South,Chennai,SUP-018,8.0,WH-SO-02,1044.0,61.0,329.0,1819.0,53.97,162.31,15.0,No,No,Autumn,Cloudy,168.86,0.0,0.0,354.3,0.09,48
ORD102942,2023-04-02,P-BEA-015,Beauty,Face Wash 100ml,West,Surat,SUP-030,16.0,WH-WE-01,387.0,22.0,173.0,603.0,18.61,682.77,11.1,No,No,Summer,Sunny,691.07,0.0,1.0,487.9,0.106,23
ORD102943,2022-05-20,P-ELE-012,Electronics,LED TV 43in,East,Patna,SUP-006,10.0,WH-EA-04,61.0,6.0,45.0,177.0,5.73,5911.11,19.4,No,No,Summer,Sunny,5604.75,0.0,1.0,377.3,0.036,7
ORD102944,2022-10-20,P-GRO-009,Grocery,Wheat Flour 5kg,East,Ranchi,SUP-018,9.0,WH-EA-02,509.0,,228.0,1092.0,35.16,356.92,13.2,No,No,Autumn,Stormy,324.67,0.0,3.0,525.0,0.068,23
ORD102945,2023-06-03,P-GRO-004,Grocery,Basmati Rice 5kg,South,Bengaluru,SUP-004,6.0,WH-SO-05,684.0,56.0,539.0,1374.0,,409.07,11.0,No,,Autumn,Cloudy,357.11,0.0,4.0,381.94,0.102,58
ORD102946,2021-08-13,P-GRO-003,Grocery,Wheat Flour 5kg,Central,Bhopal,SUP-009,6.0,WH-CE-03,520.0,43.0,176.0,955.0,29.88,339.29,9.7,No,No,Autumn,Sunny,342.54,0.0,1.0,438.59,0.092,30
ORD102947,2023-03-31,P-BEA-015,Beauty,Lipstick Set,South,Bengaluru,SUP-005,11.0,WH-SO-02,324.0,11.0,94.0,389.0,14.58,448.09,7.2,,No,Summer,Sunny,466.97,0.0,0.0,393.0,0.162,19
ORD102948,2021-02-19,P-SPO-013,Sports,Cycling Helmet,South,Chennai,SUP-009,7.0,WH-SO-05,357.0,24.0,112.0,534.0,19.09,4282.91,24.8,Yes,No,Winter,Sunny,4165.72,0.0,0.0,303.9,0.07,27
ORD102949,2024-05-31,P-SPO-008,Sports,Football,Central,Bhopal,SUP-025,9.0,WH-CE-04,97.0,4.0,39.0,214.0,5.45,3034.8,,No,,Summer,Rainy,3236.49,0.0,1.0,341.81,0.111,7
ORD102950,2023-06-10,P-ELE-014,Electronics,Power Bank 10000mAh,East,Patna,SUP-001,15.0,WH-EA-02,133.0,4.0,51.0,213.0,6.78,7711.19,18.2,Yes,No,Summer,Rainy,7640.57,0.0,1.0,521.07,,9
ORD102951,2021-06-15,P-BEA-012,Beauty,Body Lotion 400ml,East,Kolkata,SUP-008,6.0,WH-EA-01,486.0,14.0,186.0,781.0,25.72,606.61,17.6,No,No,Summer,Cloudy,602.45,0.0,2.0,342.07,0.116,16
ORD102952,2022-11-12,P-ELE-006,Electronics,Smartphone Charger,West,Surat,SUP-028,8.0,WH-WE-03,75.0,7.0,129.0,454.0,15.52,,7.8,No,Yes,Autumn,Stormy,4865.15,0.0,0.0,392.84,0.047,13
ORD102953,2024-07-15,P-SPO-013,Sports,Yoga Mat,North,Delhi,SUP-006,8.0,WH-NO-04,183.0,10.0,62.0,313.0,9.31,1463.03,10.5,No,No,Autumn,Sunny,1411.14,0.0,1.0,442.43,0.072,13
ORD102954,2024-11-10,P-CLO-012,Clothing,Formal Shirt,West,Nagpur,SUP-023,6.0,WH-WE-05,666.0,20.0,197.0,773.0,29.0,739.09,29.8,No,No,Autumn,Rainy,793.53,0.0,3.0,359.8,0.038,35
ORD102955,2021-07-20,P-GRO-008,Grocery,Masala Mix 200g,West,Nagpur,SUP-035,5.0,WH-WE-01,309.0,70.0,469.0,1791.0,63.44,63.0,12.2,No,No,Autumn,Cloudy,70.04,0.0,,344.69,0.095,77
ORD102956,2022-01-31,P-ELE-001,Electronics,Power Bank 10000mAh,South,Coimbatore,SUP-032,6.0,WH-SO-03,197.0,18.0,109.0,405.0,12.13,10994.74,5.6,,,Winter,Rainy,10827.35,0.0,6.0,441.4,0.16,21
ORD102957,2021-07-31,P-ELE-012,Electronics,Home Router,South,Coimbatore,SUP-005,13.0,WH-SO-05,28.0,8.0,67.0,265.0,8.84,1350.8,18.8,No,No,Summer,Rainy,1444.51,0.0,1.0,500.08,0.157,6
ORD102958,2022-06-23,P-GRO-006,Grocery,Wheat Flour 5kg,North,Jaipur,SUP-006,13.0,WH-NO-04,610.0,49.0,299.0,1372.0,44.11,418.1,26.3,Yes,No,Summer,,465.41,0.0,1.0,458.96,0.189,72
ORD102959,2024-06-13,P-SPO-006,Sports,Cycling Helmet,Central,Jabalpur,SUP-029,14.0,WH-CE-01,138.0,12.0,72.0,255.0,9.06,2947.51,16.1,Yes,No,Summer,Sunny,2726.48,0.0,2.0,480.44,0.037,15
ORD102960,2023-10-30,P-BEA-011,Beauty,Talcum Powder,North,Chandigarh,SUP-014,7.0,WH-NO-05,277.0,,232.0,1072.0,33.83,1112.41,12.8,No,No,Autumn,Sunny,1140.66,0.0,0.0,189.59,0.035,34
ORD102961,2022-01-11,P-SPO-013,Sports,Gym Dumbbells 5kg,South,Coimbatore,SUP-017,8.0,WH-SO-04,125.0,23.0,166.0,639.0,22.57,1453.42,14.7,No,No,Winter,Sunny,1475.55,0.0,2.0,436.68,,26
ORD102962,2022-04-21,P-ELE-002,Electronics,Smartphone Charger,West,Ahmedabad,SUP-020,11.0,WH-WE-03,87.0,4.0,61.0,222.0,8.83,14344.14,20.8,No,No,Summer,Sunny,15577.76,0.0,3.0,484.77,0.136,7
ORD102963,2023-06-13,P-CLO-013,Clothing,Denim Jeans,West,Surat,SUP-024,12.0,WH-WE-04,567.0,28.0,156.0,884.0,26.87,955.18,11.2,No,No,Summer,Sunny,891.36,0.0,,354.66,0.03,24
ORD102964,2023-05-23,P-GRO-005,Grocery,Sunflower Oil 1L,North,Lucknow,SUP-018,14.0,WH-NO-04,724.0,60.0,323.0,1377.0,50.62,70.29,11.9,No,No,Summer,Cloudy,72.07,0.0,3.0,546.61,0.03,47
ORD102965,2022-11-09,P-CLO-009,Clothing,Track Pants,West,Mumbai,SUP-001,10.0,WH-WE-02,210.0,34.0,190.0,571.0,21.87,1063.21,14.9,Yes,No,Autumn,Sunny,1041.24,0.0,0.0,436.15,0.066,32
ORD102966,2022-09-08,P-GRO-014,Grocery,Wheat Flour 5kg,East,Ranchi,SUP-004,6.0,WH-EA-04,430.0,18.0,147.0,535.0,19.87,279.58,6.6,No,No,Autumn,Rainy,289.09,0.0,0.0,382.58,0.147,22
ORD102967,2024-09-26,P-GRO-004,Grocery,Sugar 1kg,West,Surat,SUP-001,,WH-WE-02,1069.0,64.0,338.0,1405.0,46.72,277.92,12.1,No,No,Autumn,Sunny,305.08,0.0,0.0,245.41,0.049,62
ORD102968,2023-01-06,P-CLO-004,Clothing,Denim Jeans,North,Jaipur,SUP-011,9.0,WH-NO-02,168.0,8.0,72.0,281.0,10.17,397.84,20.9,Yes,No,Winter,Sunny,444.86,0.0,4.0,424.26,0.078,19
ORD102969,2024-02-17,P-ELE-015,Electronics,Home Router,North,Lucknow,SUP-033,13.0,WH-NO-03,105.0,19.0,99.0,522.0,14.71,8601.03,12.2,No,No,Winter,Sunny,9447.49,0.0,,495.94,0.211,18
ORD102970,2024-11-03,P-CLO-006,Clothing,Track Pants,East,Guwahati,SUP-039,,WH-EA-01,287.0,,150.0,700.0,21.06,1277.24,4.3,No,No,Autumn,Stormy,1176.06,0.0,5.0,721.96,0.048,16
ORD102971,2022-05-05,P-FUR-015,Furniture,Plastic Storage Rack,North,Chandigarh,SUP-020,10.0,WH-NO-04,58.0,25.0,35.0,159.0,5.25,14713.53,8.1,,No,Summer,Sunny,14156.84,0.0,1.0,332.73,0.108,6
ORD102972,2024-02-12,P-ELE-006,Electronics,Bluetooth Speaker,East,Kolkata,SUP-002,3.0,WH-EA-03,40.0,7.0,68.0,252.0,9.28,4647.47,17.9,Yes,No,Spring,Sunny,5021.63,0.0,3.0,409.14,0.056,8
ORD102973,2024-04-03,P-SPO-010,Sports,Cricket Bat,North,Kanpur,SUP-003,6.0,WH-NO-04,250.0,10.0,60.0,328.0,10.01,2817.64,18.9,No,No,Summer,Sunny,2953.97,0.0,1.0,403.25,0.009,10
ORD102974,2021-11-17,P-CLO-008,Clothing,Women's Kurti,West,Nagpur,SUP-033,10.0,WH-WE-01,156.0,31.0,240.0,950.0,30.76,2012.53,19.9,No,No,Autumn,Sunny,1970.23,0.0,2.0,470.57,0.079,24
ORD102975,2021-11-26,P-BEA-015,Beauty,Talcum Powder,West,Nagpur,SUP-014,12.0,WH-WE-03,304.0,31.0,209.0,832.0,29.88,844.03,11.9,No,No,Autumn,Stormy,782.15,0.0,3.0,487.13,0.016,24
ORD102976,2021-08-25,P-FUR-009,Furniture,Dining Chair,West,Ahmedabad,SUP-036,10.0,WH-WE-03,74.0,6.0,49.0,262.0,8.53,7949.97,1.9,Yes,Yes,Autumn,Cloudy,5465.26,0.0,0.0,390.32,0.086,6
ORD102977,2023-06-19,P-FUR-008,Furniture,Dining Chair,Central,Indore,SUP-021,8.0,WH-CE-01,37.0,4.0,29.0,130.0,4.26,14605.55,11.5,No,No,Autumn,Sunny,12742.86,0.0,1.0,430.01,0.076,5
ORD102978,2024-01-18,P-FUR-007,Furniture,Sofa Cushion Set,Central,Bhopal,SUP-036,6.0,WH-CE-03,28.0,5.0,30.0,127.0,4.58,10896.27,14.1,No,No,Winter,Sunny,10629.99,0.0,1.0,361.37,0.109,7
ORD102979,2024-01-04,P-SPO-006,Sports,Football,South,Coimbatore,SUP-006,13.0,WH-SO-05,268.0,16.0,143.0,,17.63,4081.63,13.0,No,No,Winter,Sunny,3986.84,0.0,1.0,309.96,0.109,23
ORD102980,2022-07-21,P-FUR-007,Furniture,Study Table,South,Kochi,SUP-035,16.0,WH-SO-05,103.0,3.0,32.0,155.0,4.63,9767.4,10.2,No,No,Summer,Cloudy,10088.61,0.0,1.0,444.49,0.081,4
ORD102981,2023-10-25,P-GRO-007,Grocery,Sugar 1kg,West,Mumbai,SUP-022,8.0,WH-WE-01,240.0,25.0,203.0,1047.0,32.58,515.52,8.4,No,No,Autumn,Sunny,540.33,0.0,1.0,418.1,0.11,30
ORD102982,2021-02-13,P-ELE-012,Electronics,LED TV 43in,Central,Gwalior,SUP-018,14.0,WH-CE-05,181.0,12.0,44.0,264.0,8.94,1329.52,8.6,No,No,Spring,Cloudy,1569.79,0.0,1.0,410.69,0.113,16
ORD102983,2023-08-18,P-FUR-001,Furniture,Study Table,Central,Bhopal,SUP-022,20.0,WH-CE-03,85.0,,34.0,169.0,5.35,13135.15,7.2,No,No,Autumn,Sunny,12326.22,0.0,1.0,597.05,0.18,9
ORD102984,2022-11-24,P-ELE-008,Electronics,Wireless Earbuds,West,Surat,SUP-014,2.0,WH-WE-01,198.0,11.0,66.0,260.0,7.98,8762.55,1.2,Yes,No,Autumn,Sunny,7394.77,0.0,1.0,296.56,0.227,12
ORD102985,2024-04-27,P-GRO-009,Grocery,Tea Powder 500g,North,Delhi,SUP-025,3.0,WH-NO-05,583.0,37.0,299.0,,39.69,524.47,1.8,No,No,Summer,Cloudy,485.5,0.0,0.0,266.72,0.035,48
ORD102986,2024-11-14,P-ELE-012,Electronics,Power Bank 10000mAh,Central,Jabalpur,SUP-031,6.0,WH-CE-03,167.0,7.0,47.0,220.0,7.58,9123.71,4.4,No,No,Autumn,Cloudy,10347.55,0.0,0.0,364.28,0.053,11
ORD102987,2023-03-24,P-CLO-010,Clothing,Denim Jeans,Central,Bhopal,SUP-033,6.0,WH-CE-05,152.0,16.0,92.0,473.0,13.43,1712.01,9.4,Yes,No,Summer,Cloudy,1713.78,0.0,1.0,316.67,0.093,19
ORD102988,2023-06-28,P-ELE-007,Electronics,Home Router,West,Ahmedabad,SUP-040,8.0,WH-WE-01,196.0,12.0,76.0,300.0,10.7,,11.5,No,No,Autumn,Rainy,11536.84,0.0,0.0,365.4,0.067,15
ORD102989,2024-09-18,P-FUR-002,Furniture,Plastic Storage Rack,West,Surat,SUP-017,6.0,WH-WE-01,51.0,9.0,55.0,224.0,6.28,4890.31,10.6,No,No,Autumn,Rainy,4670.11,0.0,3.0,401.21,0.064,8
ORD102990,2022-05-17,P-BEA-006,Beauty,Hair Oil 250ml,East,Ranchi,SUP-031,13.0,WH-EA-05,118.0,9.0,184.0,1044.0,26.07,476.65,6.1,No,No,,Rainy,457.53,0.0,0.0,419.28,0.024,23
ORD102991,2021-07-31,P-BEA-004,Beauty,Herbal Shampoo 200ml,Central,Indore,SUP-036,,WH-CE-02,430.0,26.0,148.0,704.0,22.85,1127.35,6.5,No,No,Autumn,Sunny,972.75,0.0,2.0,427.58,0.076,18
ORD102992,2023-01-10,P-GRO-004,Grocery,Tea Powder 500g,North,Kanpur,SUP-001,7.0,WH-NO-03,683.0,25.0,274.0,918.0,36.96,476.27,13.8,No,No,Winter,Rainy,463.67,0.0,1.0,,0.061,32
ORD102993,2022-06-04,P-CLO-011,Clothing,Denim Jeans,West,Mumbai,SUP-019,4.0,WH-WE-04,298.0,19.0,153.0,587.0,19.78,1656.55,7.5,Yes,No,Autumn,Cloudy,1657.99,,0.0,274.59,0.082,27
ORD102994,2023-07-17,P-CLO-008,Clothing,Track Pants,North,Chandigarh,SUP-029,4.0,WH-NO-05,501.0,15.0,182.0,701.0,23.19,1613.31,12.0,No,No,Autumn,Cloudy,1725.28,,1.0,237.43,0.155,26
ORD102995,2024-02-18,P-CLO-012,Clothing,Formal Shirt,South,Kochi,SUP-019,6.0,WH-SO-02,236.0,13.0,99.0,376.0,12.64,300.69,1.0,No,No,Spring,Cloudy,314.19,,2.0,348.09,0.062,10
ORD102996,2023-01-07,P-FUR-003,Furniture,Study Table,North,Lucknow,SUP-005,,WH-NO-04,63.0,3.0,42.0,155.0,4.56,19623.8,5.6,No,No,Winter,Sunny,22743.35,,,388.26,0.189,4
ORD102997,2022-03-27,P-GRO-015,Grocery,Sunflower Oil 1L,South,Hyderabad,SUP-027,7.0,WH-SO-04,567.0,16.0,212.0,1050.0,36.77,500.85,4.7,No,No,Spring,Cloudy,494.69,0.0,1.0,304.82,0.082,26
ORD102998,2023-04-06,P-SPO-008,Sports,Yoga Mat,North,Chandigarh,SUP-017,8.0,WH-NO-04,255.0,8.0,88.0,401.0,12.8,3719.53,16.5,No,No,Summer,Rainy,3791.69,0.0,1.0,416.24,0.097,11
ORD102999,2022-10-10,P-ELE-004,Electronics,Bluetooth Speaker,Central,Indore,SUP-025,6.0,WH-CE-03,81.0,13.0,67.0,299.0,9.58,8260.61,21.2,Yes,No,Autumn,Stormy,8250.3,0.0,1.0,331.26,0.103,12
ORD103000,2021-09-29,P-BEA-006,Beauty,Moisturizer Cream,East,Guwahati,SUP-001,7.0,WH-EA-01,125.0,18.0,87.0,478.0,15.29,279.27,1.4,No,No,Autumn,Sunny,263.74,0.0,2.0,540.65,0.104,17
ORD103001,2024-02-04,P-CLO-013,Clothing,Kids Winter Jacket,West,Ahmedabad,SUP-001,6.0,WH-WE-02,190.0,26.0,109.0,503.0,18.52,257.42,25.6,No,No,Spring,Stormy,265.86,0.0,0.0,294.26,0.027,16
ORD103002,2022-05-01,P-GRO-011,Grocery,Masala Mix 200g,South,Coimbatore,SUP-025,20.0,WH-SO-03,699.0,17.0,273.0,1323.0,40.35,170.34,3.6,Yes,No,Summer,Sunny,166.58,0.0,1.0,506.95,0.183,50
ORD103003,2023-02-26,P-BEA-003,Beauty,Hair Oil 250ml,North,Chandigarh,SUP-040,6.0,WH-NO-03,490.0,33.0,142.0,575.0,21.31,292.7,25.5,No,No,Spring,Stormy,331.65,0.0,0.0,339.66,0.226,25
ORD103004,2024-08-20,P-ELE-015,Electronics,LED TV 43in,West,Nagpur,SUP-026,2.0,WH-WE-01,35.0,14.0,55.0,262.0,8.4,8123.01,10.2,No,No,Autumn,Cloudy,7610.0,0.0,0.0,260.86,0.095,10
ORD103005,2021-10-02,P-BEA-002,Beauty,Hair Oil 250ml,West,Ahmedabad,SUP-038,6.0,WH-WE-04,234.0,20.0,153.0,935.0,29.68,356.3,9.0,No,Yes,Autumn,Cloudy,346.61,0.0,2.0,431.06,0.051,34
ORD103006,2022-09-17,P-CLO-005,Clothing,Woolen Sweater,East,Guwahati,SUP-034,4.0,WH-EA-03,175.0,26.0,139.0,641.0,23.73,630.52,4.0,No,Yes,Autumn,Cloudy,567.78,0.0,0.0,234.62,0.04,27
ORD103007,2021-09-13,P-ELE-011,Electronics,Smartphone Charger,West,Surat,SUP-012,5.0,WH-WE-04,42.0,8.0,61.0,253.0,9.45,5118.64,8.0,No,No,Autumn,Stormy,5257.2,0.0,2.0,334.76,0.119,7
ORD103008,2022-10-01,P-ELE-008,Electronics,Smartphone Charger,West,Nagpur,SUP-005,8.0,WH-WE-03,178.0,11.0,62.0,267.0,9.21,3555.33,26.4,No,No,Autumn,Sunny,3177.75,0.0,0.0,336.69,0.075,13
ORD103009,2022-03-17,P-BEA-007,Beauty,Face Wash 100ml,East,Ranchi,SUP-023,11.0,WH-EA-02,466.0,29.0,142.0,646.0,19.36,355.74,3.6,Yes,Yes,Summer,Sunny,355.51,0.0,1.0,,0.091,41
